What colour is Stephanie's hair in the children's TV series LazyTown?,Pink
What is Zurich's main river?,Limmat
"Who said in a radio broadcast in 1939, ""I cannot forecast to you the action of Russia"" ?",Winston Churchill
Mariolatry is the idolatrous worship of whom?,The Virgin Mary
Who was hanged in Edinburgh in 1829 for multiple murder in supplying doctors with corpses for dissection?,William Burke
In which body of water are the Balearic Islands?,Mediterranean Sea
Which US actress's real name is Mary Cathleen Collins?,Bo Derek
Which famous Mormon church leader and educational pioneer died in Salt Lake City in 1877?,Brigham Young
What is limnophobia a fear of?,Lakes (or big bodies of water)
Ribus Nigum is the latin name for which fruit?,Blackcurrant
Which English playwright and poet was stabbed in uncertain circumstances in 1593 age 29 (he penned the line 'Come live with me and be my love')?,Christopher Marlowe
What type of animal is a Garron?,Horse
In which US city was the 2006 Super Bowl held?,Detroit (Michigan)
Which country (at July 2007) boasts the world's longest suspension bridge span between towers?,Japan
What does OAPEC (not OPEC) stand for?,Organization of Arab Petroleum Exporting Countries
In which country was fashion designer Rifat Ozbek born?,Turkey
What is the main ingredient of guacamole?,Avocado
Which country has the international car registration DZ?,Algeria
In 1987 a French court found which Gestapo chief guilty of war crimes and sentenced him to life imprisonment?,Klaus Barbie
What type of rock is carbonado?,Diamond
Tallinn is the capital of which country?,Estonia
In which city is the United Nations headquarters?,New York
The Laughing Cavalier is a work by which painter?,Frans Hals (1580-1666 - he was Dutch)
Who succeeded Michael Foot as leader of the Labour Party in the UK?,Neil Kinnock (in 1983)
Jazz musician Jelly Roll Morton played which instrument?,Piano
"Coopers Hill in Gloucestershire, England, is famous for which annual event?",Cheese Rolling (or Cheese Rolling and Wake)
Which country had the Roman name Mauritania (also spelled Mauretania)?,Morocco
"Sounding like a placename, what is the traditional pronged spear used for catching Salmon called?",Leister (pronounced 'lester')
Who played the prison warden in the 1979 film Escape from Alkatraz?,Patrick McGoohan
What is the world's smallest republic?,"Nauru (an eight-square-mile Pacific island 26 miles South of the equator, 2,500 miles from Australia - Nauru"
"How many balls, including the white cue ball, are on a snooker table (before any are potted)?","Twenty-two (White, yellow, green, brown, blue, pink, black and fifteen reds.)"
The Lowell Observatory is in which US state?,Arizona (in Flagstaff)
Who was the president of Chile from 1974-90?,Augusto Pinochet
In which European town is the Menin Gate Memorial to missing British and Commonwealth soldiers?,Ypres
Which famous US architect designed the Imperial Hotel in Tokyo in 1916?,Frank Lloyd Wright
Ichthyology is a branch of zoology concerning which creatures?,Fish
W Somerset Maugham's novel The Moon and Sixpence is based on the life of which painter?,Paul Gaugin
Who is generally credited with the invention of the hovercraft in 1955?,Christopher Cockerell
How many international caps did English footballer Stanley Matthews (later Sir Stanley Matthews) win?,Fifty-four
Who became leader of the People's National Party in Jamaica in 1969?,Michael Manley
What element is mixed with Iron to make cast iron?,Carbon
Which type business traditionally has three balls hanging outside?,Pawnbroker
What is the fictional Scottish island setting of the 1973 film The Wicker Man?,Summerisle
Spiro Agnew was US vice-president to which president?,Richard Nixon
Who was the first woman to walk in space?,"Svetlana Savitskaya (of Russia, 25 July 1984, on Salyut 7)"
"What Latin phrase means operational method, or the way a job is done?",Modus Operandi ( translated as mode of operating)
In the human body which gland secretes the hormone insulin?,Pancreas
The state of Nebraska was sold to the USA in 1803 by which country?,France
Tala is the basic monetary unit of which country?,Samoa
Carrageen is an edible variety of what?,Seaweed (or algae)
In Western ecclesiastical law a diriment impediment invalidates what?,Marriage (or a wedding)
"What were the waitresses called who worked in the English Lyons Cornerhouse tea rooms, popular in first half of the 1900's?",Nippies
In 1624 what was purchased from the local inhabitant Native Americans by the Dutch for a reported sum of $24?,Manhattan Island
Which former Prime Minister of India was assassinated in 1991 as he campaigned for re-election?,Rajiv Gandhi
Which New York hotel was designed by Henry Hardenbergh in 1897?,Waldorf-Astoria
What date is France's Bastille Day?,14th July
Which mountain was climbed for the first time in 1786?,Mont Blanc ( Jacques Balmant & Michel-Gabriel Paccard
In what year did India and Pakistan become independent nations and free from British rule?,"1947 (15 August India, and 14 August Pakistan)"
Which planet was discovered by William Herschel 1781?,Uranus
"In 1926, 19 year-old Gertrude Ederle became the first woman to do what?",Swim the English Channel
"In what year, generally regarded as marking the end of the Cold War, did the Berlin Wall come down?",1989 (9 November)
Which calendar was devised in 1582?,Gregorian Calendar (by Aloysius Lilius - it is the calendar that most of the world uses today)
Which London Emporium opened in Picadilly 1707?,Fortnum and Mason's
What is the line called on a ship which is the limit to which it may be loaded? Plimsoll.),Plimsoll line (aka International load line - it was brought into force in 1876 by coal merchant and politician Samuel
British publisher Ludvik Hoch was better known by which name?,Robert Maxwell
Which English King abdicated in 1936?,Edward VIII
Who painted The Blue Boy in 1779?,Thomas Gainsborough
What does UNESCO stand for?,United Nations Educational Scientific and Cultural Organization
An epithalamium is a song or poem celebrating what?,Marriage (or a wedding)
"What clash, in 1746, was the last major battle to be fought on mainland Britain?",The Battle of Culloden
Which year was the death penalty for murder abolished in Britain?,1965
Who was Britain's first Labour prime minister?,"Ramsey MacDonald (1866-1937), 1st term Jan-Nov 1924"
Who wrote the poem Elegy Written in a Country Churchyard?,Thomas Gray (1716-71)
Which is the lightest element?,Hydrogen
Dame Peggy Ashcroft won an Oscar for her role in which 1984 film?,A Passage to India
Maris Piper is a variety of which vegetable?,Potato
"The French slang 'capote anglaise' meaning English hood, or English overcoat refers to what?",A condom
In 1865 what significant event happened at Ford's Theatre in Washington DC?,Abraham Lincoln's assassination
Which city is known as Auld Reekie and also Athens of the North?,Edinburgh
"Little Big Horn, the scene of Custer's last stand, is in which US state?",Montana (25-26 June 1876)
What scientist and inventor was responsible for the Decibel unit of measurement?,Alexander Graham Bell (1847-1922)
What is the international distress signal one level below and less serious than a 'Mayday' call?,Pan-pan
Carambola is another name for which fruit?,Star fruit
In 1902 the Treaty of Vereeniging brought which war to an end?,The Second Boer War
"Who was assassinated by Hugh de Merville, William de Tracy, Reginald Fitzhurse and Richard le Breton?",Thomas Becket
The original 'Wendy house' was built for which fictional character?,Wendy Darling
Convict Robert Franklin Stroud was better known as whom?,The Birdman of Alcatraz (1890-1963)
What colour is the letter L in the standard Google logo?,Green
What is the capital of Croatia?,Zagreb
Quinsy is an inflammation of which part of the body?,Throat
In 1968 which US artist and film maker was shot and wounded by actress Valerie Solanas?,Andy Warhol
Who is fifth in line to the British throne (as at Aug 2007)?,Princess Beatrice
What type of creature is an amberjack?,Fish
"What is the flap which covers the human windpipe when swallowing? (derived from Greek epi meaning on, and glossa meaning tongue)",Epiglotis
Astana is the capital of which country?,Kazakhstan (Astana means 'capital city' in Kazakh)
What is the Latin term used in referencing which means 'in the same place' ?,Ib. (or 'Ibid.' from the full Latin word 'ibidem')
"Which playwright was once secretary to James Joyce, 1969 Nobel prizewinner for literature, and wrote his most famous play originally in French, titled En Attendant Godot?",Samuel Beckett (1906-89)
What was the name of the cruise ship seized by hijackers in the Mediterranean in 1985?,Achille Lauro
Which famous US lawman had brothers called Morgan and Virgil?,Wyatt Earp
By what name was Dutch dancer Margarethe Zelle better known?,Mata Hari (1876-1917)
What was the name of Ernest Shackleton's ship which became stuck in Antarctic ice in 1915?,HMS Endurance
"Assassinated in 1965, who was Malcolm Little better known as?",Malcolm X (1925-65)
"Born Henry John Deutschendorf Junior, which American singer died when his light aircraft crashed into the sea off California in 1997?",John Denver ( took name capital of Colorado)
In Greek mythology who was Apollo's twin sister?,Artemis
Leporine relates to which animal?,Hare
In British history a Cavalier was a supporter of which king?,Charles I
In which country is the European Court of Human Rights?,France
The Neanderthal Museum is in which country?,Germany
What does an oologist collect?,Birds' eggs
What item of attire is a leghorn?,Hat (made of straw)
How many stars are on the flag of the European Union?,Twelve
What does the B stand for in Lyndon B Johnson?,"Baines (Lyndon B Johnson, 1908-73"
The Kariba Dam is on which river?,Zambezi
What is the human ailment epistaxis better known as?,Nosebleed
From which seeds is tahini made?,Sesame
Sri Lanka's previous name?,Ceylon
The Spanish word for a hundred?,Cien
Tragically misunderstood daughter of Shakespeare's King Lear?,Cordelia
Addictive product produced in a British factory first by Robert Gloag in 1856?,Cigarettes
"The British Queens to Georges II and IV, with respective titles of Ansbach and Brunswick?",Caroline
The meaning of B in the marketing abbreviation B2B?,Business (to Business)
The initials BCC on a memo or email stand for a 'what' Carbon Copy?,Blind
"Composer of the Eroica, Pastoral and Choral Symphonies?",Beethoven
Maureen Lipman's onomatopaeic character name in BT's TV adverts?,Beattie
The word for the weight on the end of a pendulum?,Bob
The letter denoting a link in HTML (webpage) code typically followed by 'href'?,A
Capital of the United Arab Emirates?,Abu Dhabi
"A robot, from the Greek word for male?",Android
"ACAS is the UK's Advisory, Conciliation and 'what' Service?",Arbitration
"A surprise attack, and collective noun for group of tigers?",Ambush
"Who wrote the poem beginning, ""Stop all the clocks, cut off the telephone.."" which featured in the funeral scene of the film Four Weddings and a Funeral?","W H Auden (Wystan Hugh Auden, 1907-73)"
What object officially joined our solar system on 1st May 1930?,Pluto
What is the name of the largest island of Japan?,"Honshu (Honsh_, which means 'main state')"
What does WAP stand for in mobile phone technology?,Wireless Application Protocol
Which common chemical element has the atomic number 20?,Calcium (Calcium is a silvery soft metal with the chemical symbol Ca)
Who was Henry VIII's third wife?,Jane Seymour (1509-37)
Who designed the famous Sagrada Familia church in Barcelona?,Gaudi
Harry Longbaugh was better known by what name?,The Sundance Kid (partner of Butch Cassidy)
The Phoenix Park murders of 1882 took place in which city?,Dublin
Guru Nanak Dev founded which religion?,Sikhism
Mary Mallon was effectively imprisoned for life in New York for being an irresponsible immune carrier of what disease?,"Typhoid (hence her nickname and the expression, 'Typhoid Mary', referring to someone whose behaviour creates a risk of infecting to others)"
The character Roger 'Race' Bannon appeared as a boy's bodyguard in which cartoon series?,Jonny Quest
What was American silent film star 'Fatty' Arbuckle's first name?,Roscoe
Who was president of the USSR from 1982-84?,Yuri Andropov (1914-84
"What of these sports bodies was founded first, the AAA, FA, MCC or IOC?","MCC (Marylebone Cricket Club, formed in 1787)"
Which huge global communications brand is derived from a local word for a marten?,"Nokia (a marten is like a weasel - the variety in question was probably the pine marten or sable, which gave its name to the Finnish river and town on which the early Nokia company - a paper mill - was built.)"
The Aconcagua is the highest peak in which mountain range?,"Andes (Aconcagua is 22,834 feet high, Argentina)"
What is the name of the cement mixer in the children's TV series Bob the Builder?,Dizzy
Which English cathedral has 'The Clock with no Face'?,Salisbury (apparently a clock-face was considered unnecesary because the time was announced by bells)
Who composed the opera Turandot?,Puccini (Giacomo Puccini)
Who was the British nurse arrested in Brussells and shot by firing squad in 1915 on suspicion of helping Allied solders to escape?,Edith Cavell
Agadir is a port in which North African country?,Morocco
Which acid is produced in the muscles during strenuous exercise?,Lactic
Who wrote the best selling book The Tipping Point?,"Malcolm Gladwell (published in 2000, The Tipping Point sought to explain how small things could cause massive effects)"
What is the sloping part of a horse's foot between the fetlock and the hoof?,Pastern
Cereology is the study of what?,Crop circles
What one of the seven continents stretches from the Northern Temperate to the Southern Temperate zones?,"Africa (the other generally recognised continents are N America, S America, Asia, Europe, Antarctica and Australia - the Temperate zones are those between the tropics and the polar circles)"
Arboreal describes a creature which commonly lives in what?,Trees (bushes is also acceptable - arbor is latin for tree)
The secret ingredient of which product is code-named 'merchandise 7X'?,Coca-Cola
Which actor appeared in every episode of the TV series M*A*S*H?,Alan Alda
In which country was fashion designer Helmut Lang born?,Austria
What country has the international car registration EAK?,Kenya
Which Frank Dickens cartoon appears in the London Evening Standard (as at 2006)?,Bristow
How many strings does a balalaika typically have?,Three
"Jargonelle, Seckel and Winter Nelis are types of which fruit?",Pear
What is the world's second largest sea?,Caribbean
"During World War II, forged paintings by which artist were produced by Jan Van Meegeren?",Jan Vermeer
What is the generally accepted collective term for a group of starlings?,Murmuration
In which year was the Channel Tunnel (between England and France) opened?,1994
What does private health insurance BUPA stand for?,British United Provident Association (founded in 1947)
A salpingectomy is the surgical removal of which part of the body?,Fallopian tubes
What is the US state capital of Virginia?,Richmond
What is the main ingredient of the dish Borscht?,Beetroot
What was Lily Munster's maiden name?,Dracula
Where was the first British Grand Prix motor race held?,Brooklands (1926)
Who was the last King of Iraq?,Faisal the Second (1935-58 - he reigned from 1939 until his death)
Which British boxer and past world middleweight champion committed suicide in his flat in Leamington Spa in 1966?,Randolph Turpin
A Pearmain is what type of fruit?,Apple
The Merciless Parliament convicted of treason the entire court of which British monarch?,Richard the Second (in 1388)
Who was America named after?,"Amerigo Vespucci (Italian, 1454-1512)"
What did a cordwainer make?,Shoes
According to official records how many people died in the Great Fire of London of 1666?,Six
The World Health Organization is an agency of which larger body?,The United Nations (UN)
What is the tenth letter of the Greek alphabet?,Kappa
Ergophobia is a fear of what?,Work
In what country is the Valley of the Kings?,Egypt
Pauline Matthews duetted on a big 1970's hit record under what better known name?,Kiki Dee
Who founded the UK's Today newspaper in 1986?,Eddie Shah
Where in the body are the olfactory nerves?,Nose
What is the emblem of Canada?,Maple leaf
In the Bible what is the third book of the Old Testament?,Leviticus
How many points does a converted try score in Rugby Union?,Seven (five points for the try and two for the conversion kick)
What do the initials of animal rights organization PETA stand for?,People for the Ethical Treatment of Animals
Who in Greek mythology was murdered by his wife Clytemnestra?,Agamemnon
What was Doris Day's only UK number one hit record?,Secret Love (1954)
Which country produces Jarlsberg cheese?,Norway
"Shisha, nargile, argeela and ghalyan are all names relating to what hugely popular and culturally significant custom?",The hookah smoking pipe (or hubble-bubble or water pipe - the hoohah and hookah cafes are as common in the Eastern world as cigarettes and pubs have traditionally been in the West - and no better for your health)
How many lines are in a limerick?,Five
Which infamous Englishman's prison number was FF8282?,Jeffrey Archer
In which decade was Sidney Harbour Bridge opened?,1930's (1932 to be precise)
Who is seventh in line to the British throne (as at May 2007)?,"Prince Edward, Earl of Wessex"
What was the name of the world's first nuclear submarine?,USS Nautilus (launched in Connecticut 1954)
Who captained Germany's soccer team in the 1966 World Cup Final?,Uwe Seeler
What colour dye is tatrazine?,Yellow (yellow number 5 to be precise)
The restrictive medical condition epicondylitis is commonly known as what?,Tennis elbow
What is the name of the cap worn by Roman Catholic clergymen?,Biretta
Aside from Russia what is the largest country in Europe?,Ukraine
American explorer Robert Peary is generally regarded as the first to reach where in 1909?,The North Pole
Which planet has the Great Red Spot in its atmosphere?,Jupiter
Trinitrotoluene is better known as what?,TNT (the chemical explosive)
A gift of china is traditionally given to celebrate how many years of marriage in the UK and USA?,Twenty
Who wrote the opera Tristan and Isolde?,Richard Wilhelm Wagner (1813-83)
"In which country is the carved (that's carved, not caved) city of Petra?",Jordan
The pistil is the reproductive organ of what?,A flower
Geoffrey Palmer was the prime minister of which country 1989-90?,New Zealand
"Discovery, Gillyflower and Rome Beauty are types of which fruit?",Apple
What are the Sandwich Islands now called?,Hawaii
Who wrote The Divine Comedy?,"Dante (Dante Alighieri, aka Durante degli Alighieri, 1265-1321, in Italian the epic poem was originally called Commedia)"
What was controversially legalised on a voluntary basis in Australia's Northern territory in 1995?,Euthanasia
Amsterdam lies on which river?,Amstel
How many bones are in the human hand?,Twenty-seven
What animal is Friar Tuck in the Disney animated version of Robin Hood?,Badger
Which country has the shortest coastline?,Monaco (3.5 miles)
What Italian term describes the mood of a piece of music as sweet?,Dolce (pronounced dolchay)
"What famous saying, representing a deranged and directionless group of people, has been interpreted in creative works by Hieronymus Bosch, Katherine Anne Porter, Erasure, The Grateful Dead, and Bob Seger, among others?",Ship of Fools
Kim Campbell was the first woman prime minister of which country?,Canada
What is the French meaning of 'Marmite'?,Cooking pot (or stew pan - there is a picture of one on the Marmite label.)
"In architecture, cartouche is a decorative feature resembling what?",A scroll
"According to his memoirs, what famous Venetian adventurer was once imprisoned as a magician, a director of the Paris state lotteries, knighted in the Netherlands, a spy for Louis XV, and a librarian in Bohemia?","Casanova (fully, Giacomo Girolamo Casanova de Seingalt, 1725-98)"
What is the name of the street in London famous for its tailors shops?,Savile Row
Who was the 'father of medicine' to whom a code of medical ethics is attributed and which bears his name?,Hippocrates
What shape is farfalle pasta?,"Bow tie (or butterfly, which is what farfalle means in Italian.)"
Pb is the symbol for which chemical element?,Lead
"What city did Charles II of England sell to France in 1662 for £40,000?",Dunkirk
"From which creatures can Newcastle disease transfer to humans, causing mild conjunctivitis and flu symptoms?",Birds
What household gadget did Melville R Bissell invent 1876?,Carpet sweeper
"British Landrace, Pietrain and Tamworth are what sort of animals?",Pigs (they are all domesticated pig breeds)
Lee Kuan Yew became the first officially elected prime minister of which country in 1959?,"Singapore (The Republic of Singapore, from the Malay"
"Who was rumoured to to have had his first wife Amy Robsart poisoned, in the hope of marrying Queen Elizabeth the First?","Robert Dudley, Earl of Leicester"
A Salchow (usually pronounced 'salco' or 'salcov') is a jump in which sport?,Figure skating
What is the capital of Barbados?,Bridgetown
"Of Albanian descent, by what name is 1979 Nobel Prizewinner Agnes Gonxha Bojaxhiu better known?",Mother Teresa
Mjosa (more precisely Mjøsa) is the largest lake of which country?,Norway
How would 'good day' normally be said in Japanese?,"Konnichi wa (or similar, for example ko-nee-chee-wa)"
What is the highest volcano in Africa?,Kilimanjaro
The German Deutschmark was comprised of one hundred what?,Pfennig
"'Atoms for Peace', formed in 1957, is now known as what?",The International Atomic Energy Agency
A biathlon consists of which two sports?,Skiing and shooting
"The word deltiologist, derived from the Greek 'deltos' meaning writing-tablet, refers to a collector of what?",Postcards (picture postcards)
"Who wrote in 1770 ""If God did not exist it would be necessary to invent him""?",Voltaire
What year did the Channel Tunnel between Britain and France open?,1994
"Which tragic figure of Greek mythology became the King of Thebes after solving the Sphinx's riddle to guess what walks on four legs in the morning, two in the afternoon and three in the evening?",Oedipus
Which Hormone Controls Puberty In Males,Testosterone
Which Company Manufactured The Engines Used To Power Concorde,Rolls Royce
Which Religion Was Originally Based On the Ideas Of Marcus Garvey,Rastafarianism
What is the French word for a young hen or chicken,POUSSIN
Clergymen of the House of Lords are known as Lords Spiritual. What are secular members known as.,LORDS TEMPORAL
Fictional radio presenter Alan Partridge worked on which radio station,RADIO NORWICH
"The Spruce Goose, built by Howard Hughes, flown once in 1947, and exhibited in Long Beach , California until 1988. In which State is it displayed now.",OREGON (Near Portland )
In Which Year Did The Falklands Conflict Begin,1982
In which Australian TV Soap did Dannii Minogue star?,Home and Away
What Is The Name Of The Eight Armed Foe Of Spiderman?,Dr Octopus
Who Was Convicted Of Killing 15 Patients In January 2000?,Dr Harold Shipman
Which TV Series Features The Character Of Dr Nick Riveria?,The Simpson's
Who Is The Patron Saint Of Doctors?,St Luke
What is the Capital of Hungary,Budapest
"What Surname Connects The Professionals, Genesis & Dynasty?","Collins (Lewis, Phil & Joan)"
"What first appeared on British streets on 27 th June 1967, was it a Cash Point machine, A Green Man pedestrian crossing or the Mini car",A Cash Point Machine
The song If I Were A Rich Man comes from which film musical,Fiddler On The Roof
"What Is The Name Of Bob The Builders Tractor, And Is Also The Name Of A Band",Travis
What Is The More Common Alternative Title Of Vivaldi's First Quartet Of Opus 8 Concertos?,The Four Seasons
In What Movie Did Robert De Niro Play A Character Called Travis Bickle,Taxi Driver
Which 'J' is a computer language that shares its name with an Indonesian island?,Java
What Is The BBC's Longest Running TV Quiz Show,A Question Of Sport
What bodily function can reach over 200 mph?,Sneezing
In Which City Was Martin Luther King Assassinated?,Memphis
"The Profumo Scandal Hits The Headlines In This Year, As Does The Shooting Of John F Kennedy",1963
Which Two Countries Joined The European Union In 2007? (PFE),Bulgaria And Romania
"Richard Nixon was elected US president, Students rioted in Paris and Bob Beamon long-jumped 29' 2_” at the Mexico Olympics",1968
What event Occured On The 15 / 04/ 1912,The Sinking Of the Titanic
"Princess Margaret died, Brazil won their 5th Football World Cup and The Euro was launched across Europe? ",2002
What Event Occured On The 04 / 04 / 1968,Martin Luther King Was Assasinated
"Freddie Mercury & Robert Maxwell died, The 1st Gulf War started and Terminator 2 was a box office hit?",1991
What Major Event Took Place On The 13 / 07 / 1985,Live Aid Concert
"Jr Ewing Got Shot In Dallas, Post It Notes Were Introduced By 3M, Ronald Reagan Is Elected President Of The United States",1980
What Scientific Breakthrough Occured On 25 / 07 / 1978,Louise Brown First Test Tube Baby
"West Germany Won world Cup Beating Holland In The Final, Movies The Towering Inferno & The Godfather Part2 Are Released, Nixon Resigns",1974
"In Greek mythology, the goddess Hera spilled her breast milk after refusing to feed Heracles. What is said to have been produced as a result.",The Milky Way
"Michael Jackson Releases His Thriller Single & Movie, Sally Ride The First Us Astronought goes into space on the shuttle, Boxer Jack Dempsey Dies",1983
What Hi Tech Gadget Created Mayhem In Stores Across The UK When It Was Launched On Friday November The 9 th 2007,Apple / I -Phone
"VAT was introduced in the UK, Trevor Mcdonald became the first black newsreader and Princess Anne married Capt.Mark Phillips? ",1973
"The Millenium Dome Was Finally Sold Off In The Year 2007, What's It Now Known As",O2 Arena
On What Date Exactly Did The Smoking Ban Come Into Force In England In 2007,1 st July 07
In Which Month Is Rememberance Day,November
Which Organisation Was Founded In Tennessee 1865 By General Bedford Forest,Ku Klax Klan
Who became the president of Nationalist China on Taiwan in 1949. ,Chan Kai-Shek 
What Colour Is The Letter L In The Standard Google Logo?,Green
What Type Of Person Is Likely To Wear Stiletto Tartan?,A Police Officer
Which Band Had A Hit In 1980 With “London Calling”?,The Clash
What Is The Name Of Postman Pat's Black And White Cat?,Jess
"What Is The Name Of The Lion In C.S Lewis “The Lion, the Witch & The Wardrobe?",Aslan
What Is The Name Of The Black Panther In The Jungle Book?,Bagheera
Who Composed The Musical Theme For The Pink Panther?,Henry Mancini
"Who wrote the novel ""Lady Chatterley's Lover""",D.H. Lawrence
What Is The Longest River In Europe?,The Volga
What Is The Oscar Statue Holding?,A Sword
"Before Adopting The Euro, What Was The Currency Of Greece?",Drachma
Who Wrote The Novel “The War Of The Worlds”?,H.G. Wells
What Is The Name Of Kermit The Frog's Nephew?,Robin
In which city was John F. Kennedy assassinated,Dallas
What Is The Total Number Of Colours In The Google Logo?,4 (2 Blue 2 Red Green Yellow)
Art Fry Is The Man Credited With The Invention The Post It Note But Which Company Did He Work For When He Came Up With The Idea,3M
What Christian holiday is celebrated immediately after Halloween,All Saints Day
For Which 1908 Novel Is Author Kenneth Grahame Best Known?,The Wind In The Willows
What Was The Titanic's First Port Of Call After It Left Southampton?,Cherbourg
The M People Hit “Search For A Hero” Was Used In A 90's TV Advert By Which Car Manufacturer?,Peugeot
What Everyday Item Has The Dimensions Of 8.5Cm By 5.25cm? (3 Half x 2 Quarter),Credit Card
Which Commercial Chain Is Named After A Character In Moby Dick And Has A Double Tailed Mermaid As The Main Feature Of Its Logo?,Starbucks
What Is The Third Letter Of The Greek Alphabet?,Gamma
In Which British City Would You Find Strathclyde University?,Glasgow
Which Country Has Won The Eurovision Song Contest More Than Any Other?,Ireland
The Skoda car company is based in which country,Czechoslovakia
In which continent would you find the Atlas mountains,Africa
Which Animal Can Clean Its Ears With Its 50cm (20 Inches) Tongue,A Giraffe
"What is the name of the yearly Scout fund raising event, which first started in 1949",Bob A Job Week
What is the tallest mountain in Africa,Kilimanjaro
In which country was Adolf Hitler born,Austria
Richard Starkey Is The Actual Real First Name Of Which Famous Person,Ringo Starr
Which English county would you visit to see the Glastonbury Festival,Somerset
According to the song it's a long way to Tipperary in which country is Tipperary,Ireland
What Is The Connection Between Johnny Logan & Sean Sherrard,The Same Person
What is the medical name for your kneecap,Patella
"Two countries Border the Dead Sea, one is Israel what is the other",Jordan
What Edible Food Stuff Is A Macadamia?,A Nut
What Is The Official National Anthem Of The USA?,The Star Spangled Banner
In The World Of Food & Drink What Is “Forcemeat”?,Stuffing
Exactly What Type Of Fuel Do Jet Aircraft Use?,Kerosene
How Many Points Does The Star Of David Have?,6
Who Assassinated Robert Kennedy?,Sirhan Sirhan
What Is The Earth's Most Abundant Metal?,Aluminium
What Were Snickers Bars Known As In The UK Until 1990?,Marathon
The Capital Of Nova Scotia Shares Its Name With A Town In Yorkshire What Is It?,Halifax
Doc Holiday Was A Gunslinger And Gambler But What Was His Actual Profession?,Dentist
In The Song “ These Are A Few Of My Favourite Things ” What Do The Raindrops Fall On?,Roses
Which Labour MP Died Unexpectedly On The 12 th May 1994?,John Smith
Which Famous Tourist Attraction Can Be Viewed From The “Maid Of The Mist”?,Niagra Falls
"Where is the one place that the American flag flies 24 hours a day, but is never raised or lowered and is never saluted?",The Moon
"Of the many famous beaches in the world, the Copa Cabana is one, by which city is it situated?",Rio de Janeiro
"What does a Batologist Study. Bats, Brambles or Beatles?",Brambles
"In 1959, what became the 50th state of the USA?",Hawaii
"In 1996, what overtook Coca-Cola as being the most well known brand name in the world?",McDonalds
When It Comes To Shopping At Home What Do The Initials QVC As In QVC TV Actually Mean,"Quality, Value, Convenience"
What Word When It Comes To Advertising Is Said To Grab The Most Peoples Attention,FREE!!!
What is the only domestic animal not mentioned in the Bible?,Cat
In The World Of Amateur Radio What Do The Initials CB Actually Stand For,Citizens Band
Which month of the year features in the NATO phonetic alphabet?,November
In which hand does the Statue Of Liberty hold a torch? Left or Right?,Right.
Which American Indian Chief Has A Name That Translates Into English As One Who Yawns?,Geronimo
Which City Is The Capital Of The Italian Region Of Tuscany?,Florence
"What is a Flemish Giant, is it a Butterfly, Rabbit or a Pig",Rabbit
Which Large Mammal Is A Symbol Of Russia?,Bear
Which Game Marketed By Hasbro Is Played With 54 Wooden Blocks?,Jenga
In Which City Was Terry Waite Kidnapped In 1987?,Beirut
What is the name for a young goose?,Gosling
How Many Pedals Does An Automatic Car Usually Have?,2
What Type Of Bird Is Old Brown In The Beatrix Potter Tales?,Owl
On A Standard 1 Dollar Bill In What Direction Is George Washington Facing,To The Right
How Many Indiviadual Capsules Are There On The London Eye Tourist Attraction,32
Which 2 US Presidents Preceeded & Succeeded Jimmy Carter,Gerald Ford & Ronald Reagan
John Venables & Robert Thompson Hit The Headlines On The 12 th February 1993 But Why,James Bulger Killers
Which part of the eye gives it it's colour,The Iris
What is the name of the village where Richard and George Cadbury established their first factory in 1879,Bournville
How many gallons of beer are there in a “firkin”,Nine
Which American State Is Know As The Sunshine State ?,Florida
What Is The Full Name Of The Owner Of The Company Amstrad?,Alan Michael Sugar
What Is Advertised On TV With The Slogan “The Best Things Come To Those Who Wait”?,Guinness
What Is The Present Capital Of Singapore?,Singapore
Which Organisation's Insignia Bears The Inscription Blood & Fire?,The Salvation Army
Which African country is the world's largest producer of gold?,South Africa
Which planet is called both the morning & evening star?,Venus
What is a young swan called?,Cygnet
Where Would you Find The Spanish Steps?,Rome
What Name Is Given To The Home Of A Beaver?,Lodge
Which Car Company Produces The Tigra,Vauxhall
If you visited the casino at Monte Carlo which country would you be in?,Monaco
If You Suffered From Kleptomania What Would You Have An Impulse To Do,Steal
His true name was William Bonny how was this outlaw better known?,Billy The Kid
"Two oceans meet at the Cape of Good Hope, one is the Atlantic what is the other?",Indian Ocean
Which Famous & Very Important Inventor Was Born On The 3rd March 1847,Alexander Graham Bell
Which Product Is Advertised On TV With The Slogan “Good To The Last Drop“,Maxwell House
From Which Country Does The Lager Stella Artois Originate,Belgium
What nationality is the lager giant Grolsch,Dutch
According to legend what did the lady of the lake give King Arthur,The sword Excalibur
What fruit is used to flavour Calvados,Apple
In Which City Would You Find St Mark's Square And The Rialto Bridge?,Venice
What Colour is a live lobster,Dark Blue / Black
What Was The Name Of The Wizard Who Was A Counselor Of King And The Knights Of The Round Table?,Merlin
By What Name Was The Wild West Character William F Cody Better Known?,Buffalo Bill
What Was The Name Of Del Boys And Rodney's Local Pub?,Nags Head
Which Town In Yorkshire Has Liquorice Based Sweets Named After It?,Pontefract
Which ship do you associate with Charles Darwin,The Beagle
What Is The Capital Of South Korea?,Seoul
"Which Book By Alice Walker Was Banned By The American Library Association For Racism, But Was Later Turned Into A Successful Movie Directed By Steven Spielberg?",The Colour Purple
Which Novelist Created The Characters Miss Havisham & Tiny Tim?,Charles Dickens
